country,dates,genres,score,title,url,votes
South Korea,2007..,"[""Comedy"", ""Drama"", ""Romance""]",8.2,The 1st Shop of Coffee Prince,https://imdb.com/title/tt1772685/,5758
South Korea,2011..2012,"[""Comedy"", ""Music"", ""Romance""]",7.6,Dream High,https://imdb.com/title/tt1996607/,3104
South Korea,2022..,"[""Comedy"", ""Drama""]",6.9,Behind Every Star,https://imdb.com/title/tt23024424/,138
South Korea,2013..2017,"[""Animation"", ""Action"", ""Adventure""]",6.3,Sheriff Callie's Wild West,https://imdb.com/title/tt2769458/,711
South Korea,2022..,"[""Comedy""]",8.0,Gaus Electronics,https://imdb.com/title/tt22873700/,330
South Korea,2016..,"[""Comedy"", ""Drama"", ""Romance""]",7.8,Uncontrollably Fond,https://imdb.com/title/tt5764282/,3225
South Korea,2022..,"[""Comedy"", ""Drama"", ""Romance""]",7.5,The Law Cafe,https://imdb.com/title/tt21827042/,673
South Korea,2022..,"[""Drama"", ""Romance""]",7.5,Rookie Cops,https://imdb.com/title/tt17473062/,742
South Korea,2011..,"[""Action"", ""Romance"", ""Thriller""]",8.1,City Hunter,https://imdb.com/title/tt1982229/,6102
South Korea,2021..,"[""Comedy"", ""Drama"", ""Romance""]",8.2,Yumi's Cells,https://imdb.com/title/tt14596630/,2300
South Korea,2004..,"[""Comedy"", ""Romance""]",7.9,Full House,https://imdb.com/title/tt0464625/,3539
South Korea,2019..,"[""Comedy"", ""Drama"", ""Fantasy""]",7.7,Angel's Last Mission: Love,https://imdb.com/title/tt10160592/,2386
South Korea,2018..,"[""Comedy"", ""Drama"", ""Romance""]",7.9,Are You Human Too?,https://imdb.com/title/tt7817966/,2466
South Korea,2018..,"[""Fantasy"", ""Romance""]",7.7,Familiar Wife,https://imdb.com/title/tt8487786/,1189
South Korea,2017..,"[""Drama"", ""Romance""]",7.3,Strongest Deliveryman,https://imdb.com/title/tt7022748/,781
South Korea,2010..,"[""Comedy"", ""Drama"", ""Romance""]",7.4,Personal Taste,https://imdb.com/title/tt1666217/,4488
South Korea,2018..,"[""Drama"", ""Mystery"", ""Romance""]",7.1,Tempted,https://imdb.com/title/tt7923816/,1924
South Korea,2017..,"[""Crime"", ""Drama"", ""Fantasy""]",8.3,Tunnel,https://imdb.com/title/tt6356086/,3064
South Korea,2017..,"[""Comedy"", ""Drama""]",7.9,Good Manager,https://imdb.com/title/tt6352982/,1166
South Korea,2018..,"[""Drama"", ""Mystery"", ""Romance""]",7.9,The Smile Has Left Your Eyes,https://imdb.com/title/tt8696768/,1380
South Korea,2016..,"[""Drama""]",7.5,Marriage Contract,https://imdb.com/title/tt5525778/,827
South Korea,2017..,"[""Action"", ""Comedy"", ""Drama""]",6.6,Gongjo,https://imdb.com/title/tt5606538/,3802
South Korea,2018..,"[""Comedy"", ""Romance""]",7.9,Still 17,https://imdb.com/title/tt8648696/,2100
South Korea,2019..,"[""Comedy"", ""Drama"", ""Mystery""]",6.8,Melting Me Softly,https://imdb.com/title/tt10656392/,1606
South Korea,2021..2022,"[""Short"", ""Drama"", ""Romance""]",8.1,To My Star,https://imdb.com/title/tt13788764/,1597
South Korea,2021..,"[""Action"", ""Drama"", ""Mystery""]",7.4,Jirisan,https://imdb.com/title/tt13400300/,1092
South Korea,2014..,"[""Drama""]",8.5,Misaeng,https://imdb.com/title/tt4240730/,2171
South Korea,2014..2015,"[""Comedy"", ""Romance""]",7.0,Birth of a Beauty,https://imdb.com/title/tt4269776/,1000
South Korea,2018..2021,"[""Comedy"", ""Reality-TV""]",7.6,Busted!,https://imdb.com/title/tt8328460/,1014
South Korea,2020..2021,"[""Comedy"", ""Romance""]",7.3,A Love So Beautiful,https://imdb.com/title/tt13642264/,1203
South Korea,2016..,"[""Comedy"", ""Romance""]",7.3,Cheese in the Trap,https://imdb.com/title/tt4741110/,4222
South Korea,2019..,"[""Comedy"", ""Drama"", ""Romance""]",7.9,When the Camellia Blooms,https://imdb.com/title/tt10826064/,2690
South Korea,2022..,"[""Game-Show"", ""Reality-TV"", ""Romance""]",7.7,Pink Lie,https://imdb.com/title/tt22491228/,90
South Korea,2022..,"[""Drama"", ""Mystery"", ""Thriller""]",7.1,Adamas,https://imdb.com/title/tt21195588/,560
South Korea,2009..2012,"[""Animation"", ""Action"", ""Adventure""]",5.1,Special Agent Oso,https://imdb.com/title/tt1124354/,674
South Korea,2019..,"[""Comedy"", ""Romance""]",7.3,The Secret Life of My Secretary,https://imdb.com/title/tt10101272/,1170
South Korea,2021..,"[""Comedy"", ""Music"", ""Romance""]",7.4,Imitation,https://imdb.com/title/tt14371376/,767
South Korea,2020..,"[""Comedy"", ""Drama""]",7.7,Birthcare Center,https://imdb.com/title/tt13162516/,197
South Korea,2020..,"[""Fantasy"", ""Mystery"", ""Thriller""]",7.7,Memorist,https://imdb.com/title/tt11953100/,1044
South Korea,2017..2019,"[""Animation"", ""Short"", ""Action""]",6.8,OK K.O.! Let's Be Heroes,https://imdb.com/title/tt6965802/,3172
South Korea,2022..2023,"[""Comedy"", ""Fantasy"", ""Thriller""]",7.1,Unlock My Boss,https://imdb.com/title/tt24082562/,108
South Korea,2018..2019,"[""Crime"", ""Drama"", ""Mystery""]",8.2,Investigation Partners,https://imdb.com/title/tt8243374/,892
South Korea,2017..,"[""Crime"", ""Drama"", ""Mystery""]",8.2,Defendant,https://imdb.com/title/tt6256692/,1642
South Korea,2021..,"[""Comedy"", ""Fantasy"", ""Horror""]",7.6,Sell Your Haunted House,https://imdb.com/title/tt14223310/,1070
South Korea,2013..,"[""Comedy"", ""Drama"", ""Fantasy""]",8.1,I Hear Your Voice,https://imdb.com/title/tt3141190/,4248
South Korea,2022..,"[""Crime"", ""Drama"", ""Mystery""]",6.8,Shadow Detective,https://imdb.com/title/tt23032868/,189
South Korea,2016..2021,"[""Short"", ""Comedy"", ""Drama""]",7.4,Dramaworld,https://imdb.com/title/tt5468694/,1848
South Korea,2017..,"[""Action"", ""Crime"", ""Thriller""]",6.5,Criminal Minds,https://imdb.com/title/tt6568694/,465
South Korea,2021..,"[""Comedy"", ""Drama"", ""Romance""]",8.1,Dali and the Cocky Prince,https://imdb.com/title/tt14730768/,1114
South Korea,2022..,"[""Drama"", ""Romance""]",7.3,Bloody Heart,https://imdb.com/title/tt19887704/,286
South Korea,2016..,"[""Comedy"", ""Drama"", ""Romance""]",7.7,Dakteoseu,https://imdb.com/title/tt5764332/,2706
South Korea,2021..,"[""Comedy"", ""Drama"", ""Sport""]",4.2,Racket Boys,https://imdb.com/title/tt14482414/,27719
South Korea,2021..,"[""Drama"", ""Thriller""]",7.7,Undercover,https://imdb.com/title/tt13634530/,209
South Korea,2012..,"[""Drama""]",7.6,The Innocent Man,https://imdb.com/title/tt2593336/,2032
South Korea,2019..,"[""Drama"", ""History"", ""Romance""]",8.0,The Crowned Clown,https://imdb.com/title/tt9266592/,1128
South Korea,2020..,"[""Drama"", ""Fantasy"", ""Mystery""]",7.1,Aelliseu,https://imdb.com/title/tt12873628/,1205
South Korea,2020..2021,"[""Drama"", ""Romance""]",7.3,Live On,https://imdb.com/title/tt13273946/,361
South Korea,2017..2018,"[""Game-Show"", ""Reality-TV""]",7.2,Ultimate Beastmaster,https://imdb.com/title/tt5607970/,2535
South Korea,2015..,"[""Drama"", ""Mystery"", ""Romance""]",7.7,Who Are You: School 2015,https://imdb.com/title/tt5087824/,2212
South Korea,2010..,"[""Comedy"", ""Romance""]",7.1,Mischievous Kiss,https://imdb.com/title/tt2096097/,3722
South Korea,2019..,"[""Drama"", ""Mystery"", ""Romance""]",8.1,Doctor John,https://imdb.com/title/tt10544464/,1589
South Korea,2013..,"[""Comedy"", ""Fantasy"", ""Horror""]",8.1,The Master's Sun,https://imdb.com/title/tt3184674/,4968
South Korea,2018..2022,"[""Animation"", ""Adventure"", ""Comedy""]",6.7,Muppet Babies,https://imdb.com/title/tt6337766/,754
South Korea,2022..,"[""Action"", ""Drama""]",7.8,Military Prosecutor Do Bae Man,https://imdb.com/title/tt17346230/,839
South Korea,2015..2016,"[""Drama"", ""Romance""]",8.1,I Have a Lover,https://imdb.com/title/tt5125222/,148
South Korea,2019..2020,"[""Drama"", ""Romance""]",7.6,Chocolate,https://imdb.com/title/tt11214028/,1326
South Korea,2023..,"[""Drama"", ""Fantasy"", ""Romance""]",7.4,Kokdu: Season of Deity,https://imdb.com/title/tt25699926/,17
South Korea,2014..,"[""Action"", ""Crime"", ""Thriller""]",7.8,Bad Guys,https://imdb.com/title/tt3914520/,1676
South Korea,2022..,"[""Comedy"", ""Romance""]",6.7,Love is for Suckers,https://imdb.com/title/tt22523300/,253
South Korea,2020..,"[""Animation"", ""Comedy"", ""Fantasy""]",7.0,Bread Barbershop,https://imdb.com/title/tt12912830/,164
South Korea,2014..,"[""Comedy"", ""Romance""]",7.9,Fated to Love You,https://imdb.com/title/tt3865722/,2631
South Korea,2016..2017,"[""Comedy"", ""Drama"", ""Romance""]",8.3,Age of Youth,https://imdb.com/title/tt5858892/,2401
South Korea,2018..,"[""Drama"", ""Horror"", ""Mystery""]",8.1,Son: The Guest,https://imdb.com/title/tt8801670/,1795
South Korea,2021..,"[""Action"", ""Comedy"", ""Thriller""]",7.1,A Wonderful Sight,https://imdb.com/title/tt14731794/,795
South Korea,2022..,"[""Drama""]",7.5,Keoteunkol,https://imdb.com/title/tt23150904/,117
South Korea,2021..,"[""Drama"", ""Romance""]",8.0,"At A Distance, Spring Is Green",https://imdb.com/title/tt14518430/,799
South Korea,2019..,"[""Action"", ""Comedy"", ""Crime""]",7.6,Leverage,https://imdb.com/title/tt11018496/,134
South Korea,2017..,"[""Drama"", ""Mystery"", ""Romance""]",7.5,The Lady in Dignity,https://imdb.com/title/tt6898288/,257
South Korea,2017..2018,"[""Fantasy"", ""Romance""]",6.6,Black Knight,https://imdb.com/title/tt7608190/,455
South Korea,2018..,"[""Comedy"", ""Romance""]",7.4,Wok of Love,https://imdb.com/title/tt8236528/,1034
South Korea,2020..,"[""Fantasy"", ""Mystery"", ""Romance""]",7.4,Find Me in Your Memory,https://imdb.com/title/tt11885790/,928
South Korea,2020..,"[""Drama"", ""Romance""]",7.6,When My Love Blooms,https://imdb.com/title/tt12358696/,455
South Korea,2022..,"[""Animation"", ""Comedy"", ""Family""]",8.1,Brown and Friends,https://imdb.com/title/tt23897214/,48
South Korea,2016..,"[""Comedy"", ""Fantasy"", ""Romance""]",7.8,Another Miss Oh,https://imdb.com/title/tt5679572/,2018
South Korea,2015..2016,"[""Action"", ""Drama"", ""History""]",8.9,Yungnyong-i Nareusya,https://imdb.com/title/tt5079024/,1049
South Korea,2015..,"[""Comedy"", ""Drama"", ""Fantasy""]",8.0,Oh My Ghost,https://imdb.com/title/tt4799574/,4633
South Korea,2021..,"[""Comedy"", ""Drama"", ""Romance""]",7.9,Mad for Each Other,https://imdb.com/title/tt14596414/,2055
South Korea,2020..,"[""Crime"", ""Drama"", ""Mystery""]",8.0,Nobody Knows,https://imdb.com/title/tt11910134/,338
South Korea,2021..,"[""Drama"", ""Romance""]",6.8,Love,https://imdb.com/title/tt13814840/,523
South Korea,2014..,"[""Comedy"", ""Drama"", ""Romance""]",8.3,"It's Okay, That's Love",https://imdb.com/title/tt4031224/,4118
South Korea,2019..,"[""Drama"", ""Thriller""]",8.1,Designated Survivor: 60 Days,https://imdb.com/title/tt10405394/,1415
South Korea,2015..2016,"[""Drama"", ""Thriller""]",7.8,Remember: War of the Son,https://imdb.com/title/tt5260064/,1063
South Korea,2021..,"[""Drama"", ""Romance""]",7.4,Only One Person,https://imdb.com/title/tt14731978/,242
South Korea,2017..,"[""Comedy"", ""Drama"", ""Romance""]",7.1,Naesungjukin Boseu,https://imdb.com/title/tt6257622/,1804
South Korea,2017..,"[""Comedy"", ""Drama"", ""Family""]",8.2,Father Is Strange,https://imdb.com/title/tt6405196/,598
South Korea,2021..2023,"[""Comedy"", ""Drama""]",7.8,Soolkkundoshiyeojadeul,https://imdb.com/title/tt15548198/,358
South Korea,2020..,"[""Mystery"", ""Thriller""]",7.7,Tell Me What You Saw,https://imdb.com/title/tt11557904/,817
South Korea,2021..,"[""Drama"", ""Romance""]",7.3,Melancholia,https://imdb.com/title/tt15146242/,463
South Korea,2019..,"[""Crime"", ""Drama"", ""Thriller""]",7.7,Watcher,https://imdb.com/title/tt10405674/,461
South Korea,2012..,"[""Drama"", ""Fantasy"", ""History""]",8.0,Shinui,https://imdb.com/title/tt2373094/,2720
South Korea,2022..,"[""Comedy"", ""Crime"", ""Drama""]",7.6,Cleaning Up,https://imdb.com/title/tt20833440/,60
South Korea,2010..,"[""Adventure"", ""Drama"", ""History""]",8.1,Dong Yi,https://imdb.com/title/tt1666209/,1770
South Korea,2022..2023,"[""Drama"", ""Thriller""]",6.5,Momgap,https://imdb.com/title/tt23149640/,115
South Korea,2021..2022,"[""Action"", ""Comedy"", ""Drama""]",7.3,"When Flowers Bloom, I Think of the Moon",https://imdb.com/title/tt14609502/,258
South Korea,2022..,"[""Comedy"", ""Drama""]",7.2,Today's Webtoon,https://imdb.com/title/tt21222278/,423
South Korea,2021..,"[""Drama""]",8.3,Would You Like a Cup of Coffee?,https://imdb.com/title/tt15541246/,129
South Korea,2018..,"[""Crime"", ""Drama"", ""Thriller""]",7.4,Syucheu,https://imdb.com/title/tt8084058/,714
South Korea,2021..,"[""Drama""]",8.3,Lost,https://imdb.com/title/tt14609588/,350
South Korea,2022..,"[""Crime"", ""Drama"", ""Thriller""]",7.3,Doctor Lawyer,https://imdb.com/title/tt20854190/,408
South Korea,2010..,"[""Comedy"", ""Fantasy"", ""Romance""]",7.7,My Girlfriend Is a Gumiho,https://imdb.com/title/tt2255085/,3262
South Korea,2020..,"[""Comedy"", ""Fantasy"", ""Mystery""]",7.4,Zombie Detective,https://imdb.com/title/tt12937604/,873
South Korea,2021..,"[""Drama"", ""Romance"", ""Thriller""]",7.4,You Are My Spring,https://imdb.com/title/tt14169816/,703
South Korea,2020..,"[""Action"", ""Crime"", ""Sci-Fi""]",6.2,Rugal,https://imdb.com/title/tt11769798/,1043
South Korea,2023..,"[""Drama"", ""History"", ""Mystery""]",0.0,Our Blooming Youth,https://imdb.com/title/tt25900250/,0
South Korea,2021..,"[""Comedy"", ""Romance""]",7.2,Monthly Magazine Home,https://imdb.com/title/tt13885272/,341
South Korea,2021..,"[""Comedy"", ""Drama""]",7.0,So Not Worth It,https://imdb.com/title/tt13186480/,1208
South Korea,2017..2018,"[""Comedy"", ""Drama"", ""Romance""]",7.2,My Golden Life,https://imdb.com/title/tt7278550/,371
South Korea,2020..,"[""Short"", ""Horror"", ""Mystery""]",5.7,Goedam,https://imdb.com/title/tt12929796/,1086
South Korea,2017..,"[""Drama"", ""Fantasy"", ""Romance""]",7.4,Tomorrow with You,https://imdb.com/title/tt5994346/,1160
South Korea,2015..,"[""Comedy"", ""Romance""]",6.8,Warm and Cozy,https://imdb.com/title/tt4686292/,454
South Korea,2020..,"[""Comedy"", ""Drama"", ""Fantasy""]",6.4,The School Nurse Files,https://imdb.com/title/tt12879522/,1317
South Korea,2015..,"[""Action"", ""Fantasy"", ""History""]",7.2,The Scholar Who Walks the Night,https://imdb.com/title/tt4846958/,985
South Korea,2019..,"[""Comedy"", ""Romance""]",8.1,Melloga Chejil,https://imdb.com/title/tt10559276/,737
South Korea,2022..,"[""Romance""]",7.6,Roommates of Poongduck 304,https://imdb.com/title/tt22443976/,272
South Korea,2020..,"[""Comedy"", ""Drama"", ""Romance""]",7.4,Dinner Mate,https://imdb.com/title/tt12415644/,455
South Korea,2016..,"[""Comedy""]",8.2,The Sound of Your Heart,https://imdb.com/title/tt4613520/,1246
South Korea,2018..2019,"[""Comedy"", ""Drama""]",7.3,My Strange Hero,https://imdb.com/title/tt9165992/,982
South Korea,2013..,"[""Action"", ""Comedy"", ""Fantasy""]",8.0,Guga-ui Seo,https://imdb.com/title/tt2816734/,1834
South Korea,2014..,"[""Drama"", ""Music"", ""Romance""]",7.9,Secret Love Affair,https://imdb.com/title/tt5309758/,578
South Korea,2023..,"[""Romance""]",0.0,The Heavenly Idol,https://imdb.com/title/tt26228426/,0
South Korea,2019..,"[""Drama"", ""Mystery"", ""Thriller""]",7.7,Kill It,https://imdb.com/title/tt9772814/,964
South Korea,2022..,"[""Drama"", ""Romance""]",7.2,Dear. M,https://imdb.com/title/tt13760386/,316
South Korea,2020..,"[""Comedy"", ""Drama"", ""Romance""]",7.1,Was It Love,https://imdb.com/title/tt12525622/,957
South Korea,1990..1991,"[""Animation"", ""Adventure"", ""Family""]",7.2,Peter Pan and the Pirates,https://imdb.com/title/tt0098891/,675
South Korea,2023..,"[""Comedy"", ""Romance""]",0.0,Love to Hate You,https://imdb.com/title/tt26229508/,0
South Korea,2022..2023,"[""Comedy"", ""Drama"", ""Family""]",7.4,Red Balloon,https://imdb.com/title/tt25830366/,6
South Korea,2011..2022,"[""Animation"", ""Short"", ""Comedy""]",7.1,Larva,https://imdb.com/title/tt6966158/,682
South Korea,2017..,"[""Comedy"", ""Fantasy""]",7.6,The Best Hit,https://imdb.com/title/tt6889072/,796
South Korea,2019..,"[""Comedy"", ""Drama"", ""Fantasy""]",7.9,The Light in Your Eyes,https://imdb.com/title/tt9466968/,807
South Korea,2003..,"[""Action"", ""Drama"", ""Romance""]",7.8,All In,https://imdb.com/title/tt0431504/,390
South Korea,..,"[""Action"", ""Adventure"", ""Sci-Fi""]",0.0,Black Knight,https://imdb.com/title/tt17013106/,0
South Korea,2021..,"[""Action"", ""Fantasy"", ""Mystery""]",6.1,Dark Hole,https://imdb.com/title/tt13885376/,461
South Korea,2009..,"[""Biography"", ""Drama"", ""History""]",8.6,The Great Queen Seondeok,https://imdb.com/title/tt1547606/,1249
South Korea,2020..,"[""Comedy"", ""Drama"", ""Romance""]",8.4,Once Again,https://imdb.com/title/tt12182904/,400
South Korea,2018..,"[""Comedy"", ""Drama"", ""Romance""]",7.6,My Secret Terrius,https://imdb.com/title/tt8591092/,1341
South Korea,2020..,"[""Fantasy"", ""Mystery"", ""Thriller""]",8.0,Kairos,https://imdb.com/title/tt12874950/,694
South Korea,2013..,"[""Comedy"", ""Drama"", ""Romance""]",7.8,Reply 1994,https://imdb.com/title/tt3357586/,1454
South Korea,2021..,"[""Comedy"", ""Drama"", ""Romance""]",7.3,Police University,https://imdb.com/title/tt14518136/,750
South Korea,2023..,"[""Comedy"", ""Romance""]",0.0,When the Stars Gossip,https://imdb.com/title/tt26215550/,0
South Korea,2010..,"[""Comedy"", ""Drama"", ""Romance""]",7.8,Sungkyunkwan Scandal,https://imdb.com/title/tt2745682/,1681
South Korea,2018..,"[""Crime"", ""Drama"", ""Mystery""]",8.1,Life on Mars,https://imdb.com/title/tt8236544/,886
South Korea,2023..,"[""Action"", ""Drama"", ""History""]",0.0,Gyeongseong Creature,https://imdb.com/title/tt22352854/,0
South Korea,2013..,"[""Drama"", ""Romance""]",8.0,Secret Love,https://imdb.com/title/tt3215892/,1322
South Korea,2015..,"[""Action"", ""Crime"", ""Mystery""]",7.7,Hello Monster,https://imdb.com/title/tt4803738/,1571
South Korea,2009..,"[""Comedy"", ""Drama"", ""Music""]",7.7,You Are Beautiful,https://imdb.com/title/tt2074131/,4865
South Korea,2021..,"[""Horror"", ""Mystery"", ""Thriller""]",6.2,Hometown,https://imdb.com/title/tt14687370/,230
South Korea,2020..,"[""Comedy"", ""Romance""]",7.3,A Piece of Your Mind,https://imdb.com/title/tt11505790/,825
South Korea,2020..,"[""Reality-TV""]",9.5,In the SOOP BTS Ver.,https://imdb.com/title/tt13191804/,2091
South Korea,2018..,"[""Drama"", ""Mystery"", ""Romance""]",8.0,Misty,https://imdb.com/title/tt7890244/,723
South Korea,2020..,"[""Fantasy"", ""Mystery"", ""Romance""]",6.8,Born Again,https://imdb.com/title/tt12015636/,320
South Korea,2022..,"[""Comedy"", ""Drama"", ""Romance""]",8.6,Three Bold Siblings,https://imdb.com/title/tt23805334/,10
South Korea,2018..,"[""Comedy"", ""Crime"", ""Drama""]",8.3,Live,https://imdb.com/title/tt7976532/,1387
South Korea,2020..,"[""Fantasy"", ""Mystery"", ""Sci-Fi""]",7.9,Train,https://imdb.com/title/tt11827694/,953
South Korea,2015..,"[""Drama"", ""Romance""]",6.7,High Society,https://imdb.com/title/tt4768948/,519
South Korea,2010..2011,"[""Comedy"", ""Family"", ""Romance""]",8.6,Smile Again,https://imdb.com/title/tt6141742/,58
South Korea,2020..,"[""Crime"", ""Drama"", ""Romance""]",6.5,Private Lives,https://imdb.com/title/tt12560270/,682
South Korea,2016..,"[""Comedy"", ""Drama""]",5.5,Entourage,https://imdb.com/title/tt5849698/,160
South Korea,2016..,"[""Comedy"", ""Romance""]",7.8,Don't Dare to Dream,https://imdb.com/title/tt5936884/,1562
South Korea,2019..,"[""Comedy"", ""Crime"", ""Drama""]",6.7,Bing-ui,https://imdb.com/title/tt9537306/,864
South Korea,2017..,"[""Action"", ""Drama"", ""Thriller""]",7.4,Man to Man,https://imdb.com/title/tt6032762/,1364
South Korea,2022..,"[""Action"", ""Drama"", ""Thriller""]",7.4,Insider,https://imdb.com/title/tt14731504/,262
South Korea,2017..,"[""Comedy"", ""Romance""]",6.9,Yeopgijeogin Geunyeo,https://imdb.com/title/tt6175760/,699
South Korea,2018..,"[""Action"", ""Drama"", ""Fantasy""]",7.6,Sketch,https://imdb.com/title/tt8269322/,207
South Korea,2012..,"[""Comedy"", ""Romance""]",7.2,To the Beautiful You,https://imdb.com/title/tt2191746/,1993
South Korea,2006..,"[""Biography"", ""Drama"", ""History""]",8.1,Jumong,https://imdb.com/title/tt0978061/,3331
South Korea,2015..,"[""Comedy"", ""Drama"", ""Fantasy""]",7.2,The Girl Who Sees Smells,https://imdb.com/title/tt4583316/,1259
South Korea,2017..,"[""Crime"", ""Drama"", ""Fantasy""]",7.9,Black,https://imdb.com/title/tt7298976/,4218
South Korea,2008..,"[""Action"", ""Romance""]",8.0,Iljimae,https://imdb.com/title/tt1622764/,1042
South Korea,2012..2013,"[""Comedy"", ""Drama"", ""Romance""]",7.9,Reply 1997,https://imdb.com/title/tt2782216/,2221
South Korea,2017..,"[""Action"", ""Drama"", ""History""]",8.1,The Rebel Hong Gil Dong,https://imdb.com/title/tt6256694/,381
South Korea,2017..,"[""Drama"", ""Fantasy"", ""Romance""]",8.3,Chicago Typewriter,https://imdb.com/title/tt6516076/,1875
South Korea,2019..,"[""Drama"", ""Romance""]",7.5,Moment at Eighteen,https://imdb.com/title/tt10474124/,502
South Korea,2012..,"[""Comedy"", ""Fantasy"", ""Romance""]",7.7,Rooftop Prince,https://imdb.com/title/tt2401162/,2727
South Korea,2020..,"[""Comedy"", ""Fantasy"", ""Romance""]",7.1,Welcome,https://imdb.com/title/tt11968312/,507
South Korea,2019..,"[""Drama"", ""Mystery"", ""Thriller""]",7.0,The Lies Within,https://imdb.com/title/tt10919902/,438
South Korea,2014..,"[""Drama"", ""Romance""]",7.0,Hotel King,https://imdb.com/title/tt3737080/,447
South Korea,2019..2020,"[""Drama"", ""Fantasy"", ""Romance""]",7.5,Queen: Love and War,https://imdb.com/title/tt11377864/,182
South Korea,2022..,"[""Action"", ""Comedy"", ""Crime""]",7.4,Bad Prosecutor,https://imdb.com/title/tt22353836/,356
South Korea,2015..,"[""Comedy"", ""Drama"", ""Romance""]",7.3,Peurodyusa,https://imdb.com/title/tt4612922/,1481
South Korea,2020..,"[""Drama"", ""Romance""]",6.7,More Than Friends,https://imdb.com/title/tt12879170/,505
South Korea,2017..,"[""Drama"", ""Romance""]",7.7,Seven Day Queen,https://imdb.com/title/tt6788748/,580
South Korea,2022..,"[""Action"", ""Drama"", ""Romance""]",7.3,Ultimate Weapon Alice,https://imdb.com/title/tt21031538/,86
South Korea,2019..,"[""Comedy"", ""Drama"", ""Mystery""]",7.4,Catch the Ghost,https://imdb.com/title/tt10712926/,429
South Korea,2022..,"[""Comedy"", ""Fantasy"", ""Romance""]",7.4,"From Now On, Showtime!",https://imdb.com/title/tt19848464/,435
South Korea,2017..,"[""Crime"", ""Drama"", ""Thriller""]",7.7,Mad Dog,https://imdb.com/title/tt7396412/,777
South Korea,2013..,"[""Drama"", ""History"", ""Romance""]",7.6,"Jang Ok-jung, Living by Love",https://imdb.com/title/tt3143308/,256
South Korea,2021..,"[""Comedy"", ""Drama"", ""Fantasy""]",7.3,"Hello, Me!",https://imdb.com/title/tt13670090/,675
South Korea,2018..,"[""Drama"", ""Thriller""]",7.5,Life,https://imdb.com/title/tt8243158/,784
South Korea,2018..,"[""Comedy"", ""Romance""]",7.1,Top Management,https://imdb.com/title/tt9284162/,183
South Korea,2002..2003,"[""Action"", ""Adventure"", ""Drama""]",7.9,Kamen Rider Ryuki,https://imdb.com/title/tt0419343/,644
South Korea,2020..,"[""Drama"", ""Romance""]",7.0,When I Was the Most Beautiful,https://imdb.com/title/tt12868038/,117
South Korea,2020..,"[""Drama"", ""Romance""]",7.7,Hyena,https://imdb.com/title/tt11534164/,898
South Korea,2015..,"[""Comedy"", ""Drama"", ""Romance""]",7.0,"Hyde, Jekyll, Me",https://imdb.com/title/tt4357294/,1260
South Korea,2018..,"[""Comedy"", ""Romance""]",6.7,Handsome Guy and Jung-Eum,https://imdb.com/title/tt8359446/,352
South Korea,2017..,"[""Drama"", ""History"", ""Romance""]",7.3,The Emperor: Owner of the Mask,https://imdb.com/title/tt6201920/,657
South Korea,2023..,"[""Drama""]",7.4,Agency,https://imdb.com/title/tt26253514/,9
South Korea,2019..,"[""Drama"", ""Mystery"", ""Romance""]",7.5,VIP,https://imdb.com/title/tt11018750/,383
South Korea,2021..,"[""Fantasy"", ""Mystery""]",7.1,Excellent Shaman Ga Doo Shim,https://imdb.com/title/tt15021430/,332
South Korea,2019..,"[""Comedy"", ""History"", ""Romance""]",6.9,Flower Crew: Joseon Marriage Agency,https://imdb.com/title/tt10614024/,262
South Korea,2015..,"[""Drama"", ""Romance""]",7.5,Yong Pal,https://imdb.com/title/tt5010664/,905
South Korea,2022..,"[""Game-Show""]",8.6,Youth MT,https://imdb.com/title/tt21990076/,177
South Korea,2003..,"[""Romance""]",7.8,Stairway to Heaven,https://imdb.com/title/tt0457542/,730
South Korea,2012..,"[""Action"", ""Drama"", ""Romance""]",7.6,The King 2 Hearts,https://imdb.com/title/tt2346947/,1400
South Korea,2021..,"[""Comedy"", ""Romance""]",5.9,Oh My Ladylord,https://imdb.com/title/tt13715346/,230
South Korea,2016..,"[""Animation"", ""Adventure"", ""Comedy""]",8.4,The Haunted House,https://imdb.com/title/tt9518312/,100
South Korea,2020..,"[""Crime"", ""Drama"", ""Fantasy""]",7.9,365: Repeat the Year,https://imdb.com/title/tt12015466/,716
South Korea,2019..,"[""Drama""]",7.9,Chief of Staff,https://imdb.com/title/tt10220476/,614
South Korea,2022..,"[""Reality-TV""]",7.4,Korea No.1,https://imdb.com/title/tt23061586/,119
South Korea,2019..2020,"[""Comedy"", ""Romance""]",7.2,Love with Flaws,https://imdb.com/title/tt11227980/,465
South Korea,2020..,"[""Comedy"", ""Drama"", ""Mystery""]",7.4,"Cheat on Me, If You Can",https://imdb.com/title/tt13092070/,221
South Korea,2021..,"[""Comedy"", ""Romance""]",7.0,Adult Trainee,https://imdb.com/title/tt16383322/,293
South Korea,2020..2022,"[""Drama"", ""Romance""]",7.0,Color Rush,https://imdb.com/title/tt13743822/,1120
South Korea,2013..,"[""Comedy"", ""Romance""]",7.1,Flower Boy Next Door,https://imdb.com/title/tt2748124/,1746
South Korea,2023..,"[""Drama"", ""Fantasy"", ""Romance""]",0.0,A Time Called You,https://imdb.com/title/tt21627438/,0
